name|campaign_id|name|sites|subject
Qorbis|2748377|Qorbis||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Santander Private Banking|2748377|Santander Private Banking||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Scotia|2748377|Scotia||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
SJP|2748377|SJP||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
SMCC|2748377|SMCC||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
SPW|2748377|SPW||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Standard Chartered|2748377|Standard Chartered||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
St George [WP]|2748377|St George [WP]||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Swisscard|2748377|Swisscard||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Swisscard Centurion|2748377|Swisscard Centurion||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Ten|2748377|Ten||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Ten Explore|2748377|Ten Explore||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
The Bank of East Asia|2748377|The Bank of East Asia||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Visa CEMEA|2748377|Visa CEMEA||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Visa LAC|2748377|Visa LAC||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Visa Trial|2748377|Visa Trial||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Visa US|2748377|Visa US||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Westpac|2748377|Westpac||Your booking confirmation: {{Activity_name}} - {{Activity_Date}}
Mastercard|2748377|Mastercard|14, 63, 62, 13|Your booking confirmation: {{Hotel_name}}
Santander Private Banking|2748377|Santander Private Banking||Your booking confirmation: {{Hotel_name}}
Ten|2748377|Ten|262, 253|Your booking confirmation: {{Hotel_name}}
Visa LAC|2748377|Visa LAC|129, 126, 127, 333, 137, 133, 130, 128, 334|Your booking confirmation: {{Hotel_name}}
ABSA|2748377|ABSA||Your travel request
Alphacard|2748377|Alphacard||Your travel request
Alphacard Centurion|2748377|Alphacard Centurion||Your travel request
BAC|2748377|BAC||Your travel request
Banco Pichincha|2748377|Banco Pichincha||Travel Briefing Request Confirmation
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your travel request
Bank SA [WP]|2748377|Bank SA [WP]||Your travel request
Barclaycard|2748377|Barclaycard||Your travel request
Barclays|2748377|Barclays||Your travel request
BCG|2748377|BCG||Your travel request
City National Bank|2748377|City National Bank||Your travel request
Coutts|2748377|Coutts||Travel Briefing Request Confirmation
Credit One|2748377|Credit One||Your travel request
Credit Saison|2748377|Credit Saison||Your travel request
Credit Saison Diamond|2748377|Credit Saison Diamond||Your travel request
DBS AMEX|2748377|DBS AMEX||Your travel request
Dillards|2748377|Dillards||Your travel request
Discover|2748377|Discover||Your travel request
DNB|2748377|DNB||Thank you for your travel request
Europe Arab Bank|2748377|Europe Arab Bank||Your travel request
Ginza Six Card|2748377|Ginza Six Card||Your travel request
HSBC|2748377|HSBC||Your travel request
HSBC Infinite|2748377|HSBC Infinite||Your travel request
Luxury Card|2748377|Luxury Card||Your travel request
Manulife|2748377|Manulife||Your travel request
Mastercard|2748377|Mastercard||Your travel request
Mastercard Citi|2748377|Mastercard Citi||Your travel request
Mastercard RAK|2748377|Mastercard RAK||Your travel request
Morgan Stanley|2748377|Morgan Stanley||Your travel request
MTLS Itau|2748377|MTLS Itau||Your travel request
MTLS NEO|2748377|MTLS NEO||Your travel request
MTLS SNB|2748377|MTLS SNB||Your travel request
Natwest Black|2748377|Natwest Black||Your travel request
Navy Federal Union|2748377|Navy Federal Union||Your travel request
Nomura|2748377|Nomura||Your travel request
OCBC|2748377|OCBC|249|Travel Briefing Request Confirmation
OCBC|2748377|OCBC|245, 244|Your travel request
Qorbis|2748377|Qorbis||Your travel request
Royal Bank of Canada|2748377|Royal Bank of Canada||Your travel request
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your travel request
Santander Private Banking|2748377|Santander Private Banking||Your travel request
Scotia|2748377|Scotia||Your travel request
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|425, 423|Your travel request
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|421, 422|Your travel request
SJP|2748377|SJP||Your travel request
SMCC|2748377|SMCC||Your travel request
SPW|2748377|SPW||Your travel request
Standard Chartered|2748377|Standard Chartered||Your travel request
St George [WP]|2748377|St George [WP]||Your travel request
Swisscard|2748377|Swisscard||Your travel request
Swisscard Centurion|2748377|Swisscard Centurion||Your travel request
Ten|2748377|Ten||Your travel request
Ten Explore|2748377|Ten Explore||Your travel request
The Bank of East Asia|2748377|The Bank of East Asia||Your travel request
Visa CEMEA|2748377|Visa CEMEA||Your travel request
Visa LAC|2748377|Visa LAC||Travel Briefing Request Confirmation
Visa Trial|2748377|Visa Trial||Your travel request
Visa US|2748377|Visa US||Your travel request
Wells Fargo|2748377|Wells Fargo||Your travel request
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your travel request
Westpac|2748377|Westpac||Your travel request
ABSA|2748377|ABSA||Confirmation of email address change
Alphacard|2748377|Alphacard||Confirmation of email address change
Alphacard Centurion|2748377|Alphacard Centurion||Confirmation of email address change
BAC|2748377|BAC||Confirmation of email address change
Banco Pichincha|2748377|Banco Pichincha||Your email address has been updated
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Confirmation of email address change
Bank SA [WP]|2748377|Bank SA [WP]||Confirmation of email address change
Barclaycard|2748377|Barclaycard||Confirmation of email address change
Barclays|2748377|Barclays||Confirmation of email address change
BCG|2748377|BCG||Confirmation of email address change
City National Bank|2748377|City National Bank||Confirmation of email address change
Coutts|2748377|Coutts||Your email address has been updated
Credit One|2748377|Credit One||Confirmation of email address change
Credit Saison|2748377|Credit Saison||Confirmation of email address change
Credit Saison Diamond|2748377|Credit Saison Diamond||Confirmation of email address change
DBS AMEX|2748377|DBS AMEX||Confirmation of email address change
Dillards|2748377|Dillards||Confirmation of email address change
Discover|2748377|Discover||Confirmation of email address change
DNB|2748377|DNB||Confirmation of email address change
Europe Arab Bank|2748377|Europe Arab Bank||Confirmation of email address change
Ginza Six Card|2748377|Ginza Six Card||Confirmation of email address change
HSBC|2748377|HSBC||Confirmation of email address change
HSBC Infinite|2748377|HSBC Infinite||Confirmation of email address change
Luxury Card|2748377|Luxury Card||Confirmation of email address change
Manulife|2748377|Manulife||Confirmation of email address change
Mastercard|2748377|Mastercard||Confirmation of email address change
Mastercard Citi|2748377|Mastercard Citi||Confirmation of email address change
Mastercard RAK|2748377|Mastercard RAK||Confirmation of email address change
Morgan Stanley|2748377|Morgan Stanley||Confirmation of email address change
MTLS Itau|2748377|MTLS Itau||Confirmation of email address change
MTLS NEO|2748377|MTLS NEO||Confirmation of email address change
MTLS SNB|2748377|MTLS SNB||Confirmation of email address change
Natwest Black|2748377|Natwest Black||Confirmation of email address change
Navy Federal Union|2748377|Navy Federal Union||Confirmation of email address change
Nomura|2748377|Nomura||Confirmation of email address change
OCBC|2748377|OCBC|274, 273|Confirmation of email address change
OCBC|2748377|OCBC|249|Your email address has been updated
Qorbis|2748377|Qorbis||Confirmation of email address change
Royal Bank of Canada|2748377|Royal Bank of Canada||Confirmation of email address change
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Confirmation of email address change
Santander Private Banking|2748377|Santander Private Banking||Confirmation of email address change
Scotia|2748377|Scotia||Confirmation of email address change
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|423, 425|Confirmation of email address change
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|421, 422|Confirmation of email address change
SJP|2748377|SJP||Confirmation of email address change
SMCC|2748377|SMCC||Confirmation of email address change
SPW|2748377|SPW||Confirmation of email address change
Standard Chartered|2748377|Standard Chartered||Confirmation of email address change
St George [WP]|2748377|St George [WP]||Confirmation of email address change
Swisscard|2748377|Swisscard||Confirmation of email address change
Swisscard Centurion|2748377|Swisscard Centurion||Confirmation of email address change
Ten|2748377|Ten||Confirmation of email address change
Ten Explore|2748377|Ten Explore||Confirmation of email address change
The Bank of East Asia|2748377|The Bank of East Asia||Confirmation of email address change
Visa CEMEA|2748377|Visa CEMEA||Confirmation of email address change
Visa LAC|2748377|Visa LAC||Your email address has been updated
Visa Trial|2748377|Visa Trial||Confirmation of email address change
Visa US|2748377|Visa US||Confirmation of email address change
Wells Fargo|2748377|Wells Fargo||Confirmation of email address change
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Confirmation of email address change
Westpac|2748377|Westpac||Confirmation of email address change
